station_id,station_name,city,state,latitude,longitude,timestamp,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,traffic_level
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-16 05:03:45,94,33.2,100.2,20.69,3.9,3.41,98.21,31.4,67.3,2.9,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-16 07:55:23,157,42.82,159.61,24.14,12.88,1.98,14.52,29.9,43.3,3.9,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-16 07:57:37,116,91.12,32.63,65.55,12.98,1.29,48.92,27.6,48.6,4.2,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-16 09:05:59,120,32.25,121.36,47.08,17.56,0.92,61.07,35.7,64.8,4.3,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-16 09:06:25,143,67.59,135.91,24.7,10.43,3.09,47.41,35.7,72.6,5.2,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-16 10:57:22,130,114.63,117.59,19.1,11.08,5.59,33.98,31.9,68.6,1.8,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-16 11:10:31,347,261.01,238.19,30.28,36.42,3.86,19.61,28.4,41.6,2.8,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 11:41:08,164,112.11,148.37,34.03,9.65,2.4,8.49,31.0,53.8,3.6,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 12:02:16,86,67.98,49.09,24.65,22.48,0.9,49.21,26.1,70.3,5.2,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-16 12:03:59,152,14.35,164.91,44.9,26.31,1.48,98.2,38.6,79.9,5.6,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-16 12:29:18,115,64.68,105.97,14.41,23.52,0.3,85.16,33.7,44.4,4.2,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-16 13:08:50,207,90.98,203.95,11.26,11.52,1.15,23.6,39.3,87.1,4.8,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-16 13:30:05,67,47.58,20.0,27.91,18.47,0.47,32.44,29.1,82.4,4.5,Low
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-16 13:49:22,110,84.51,33.23,5.0,2.0,1.77,48.26,39.4,82.6,5.3,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 14:03:16,37,22.71,35.82,74.5,6.31,2.98,56.57,30.4,56.8,3.6,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-16 14:42:06,160,113.09,110.43,26.04,7.93,2.43,39.89,28.3,70.2,5.3,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 15:37:20,86,53.68,90.05,69.36,12.29,1.08,28.13,24.6,56.2,3.5,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-16 15:57:57,266,201.96,211.86,118.42,5.69,5.47,82.34,25.5,48.6,0.6,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-16 18:03:20,190,20.8,196.8,110.07,37.52,6.42,82.86,28.0,83.0,1.4,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-16 18:26:32,115,29.24,99.13,66.18,28.03,0.34,20.66,37.5,76.4,4.8,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 19:44:40,163,84.81,161.56,10.92,27.9,2.43,11.44,36.2,67.1,5.8,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-16 19:48:13,129,107.13,65.13,72.04,44.83,2.57,38.7,39.5,58.9,0.8,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-16 20:09:26,66,46.81,57.85,16.31,20.8,0.9,61.55,35.1,53.2,5.7,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-16 20:09:43,130,114.88,121.73,38.59,13.75,2.13,37.17,37.7,88.7,2.9,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 20:14:09,138,100.55,148.53,14.09,31.65,2.88,77.69,34.7,81.1,0.6,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-16 22:45:20,142,105.11,106.16,28.7,3.07,1.59,67.15,33.2,50.8,5.2,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-16 23:38:49,96,60.78,103.28,29.31,16.12,1.19,55.23,36.4,80.4,4.7,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-16 23:47:18,171,63.63,176.89,32.23,38.16,3.8,18.77,37.7,60.2,2.7,Low
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 00:01:28,94,69.61,124.36,66.79,20.78,3.21,56.7,35.4,53.7,1.2,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-17 00:46:50,321,24.7,315.33,87.39,27.88,0.61,62.53,32.9,58.1,2.5,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 01:17:09,77,59.65,71.7,27.22,10.88,0.4,6.7,30.7,76.9,1.8,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 01:28:35,73,62.98,23.5,22.56,19.11,1.79,64.35,28.2,84.1,5.4,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-17 01:47:17,101,31.91,110.13,47.26,11.2,1.85,9.97,30.2,60.1,4.8,High
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 01:49:21,215,59.35,205.94,32.04,25.76,4.34,25.78,33.2,61.5,2.0,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-17 01:49:59,273,139.49,288.0,24.4,11.24,8.3,62.83,29.6,60.1,0.6,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-17 01:53:26,35,47.04,27.38,13.26,2.0,0.3,97.84,38.4,66.3,4.4,Low
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 02:14:39,178,115.79,164.83,30.4,14.57,3.4,39.51,31.8,57.6,5.5,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 03:03:55,111,80.76,79.1,23.0,4.64,2.31,19.94,32.1,75.9,5.2,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-17 03:14:57,213,150.68,73.34,78.61,10.6,1.72,37.34,29.0,84.4,3.8,High
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-17 03:39:17,75,58.73,20.0,37.58,18.82,1.33,76.94,39.7,69.4,3.6,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-17 05:16:36,248,182.58,75.24,63.15,18.45,0.63,51.35,36.1,56.5,1.3,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 05:57:31,76,55.27,55.43,64.76,21.3,1.13,85.52,26.8,83.7,4.6,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-17 06:21:35,92,86.83,35.01,35.69,7.7,0.82,6.09,26.1,42.4,4.8,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-17 07:10:49,109,96.03,76.42,67.43,23.37,3.36,5.15,30.7,60.6,5.5,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-17 07:14:55,87,63.42,56.68,58.05,9.11,1.43,87.91,24.4,41.2,5.1,Low
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 07:24:21,237,181.78,47.39,99.77,25.7,4.26,24.09,30.5,78.6,3.2,High
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-17 07:26:51,155,38.18,156.53,13.72,20.77,3.18,6.89,32.7,50.7,3.1,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 08:44:30,84,62.91,48.68,28.02,24.82,2.46,26.67,31.6,89.6,4.7,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-17 10:06:56,118,70.72,112.37,8.43,11.86,0.42,88.52,36.2,49.4,1.0,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-17 10:11:52,126,34.34,117.07,36.42,25.39,2.01,94.49,29.2,73.9,3.6,Low
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 12:49:28,100,44.25,79.63,33.72,21.29,1.13,63.21,28.6,52.0,4.8,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-17 12:51:56,258,146.25,246.0,64.36,29.8,5.79,18.91,34.2,71.5,2.7,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-17 12:53:58,141,106.45,134.79,8.07,29.13,3.47,24.3,30.7,75.1,4.7,High
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-17 15:11:27,214,164.97,193.49,26.84,17.17,2.73,81.97,24.7,52.2,1.1,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 15:55:57,93,70.14,54.85,48.86,5.91,1.14,45.42,26.7,73.4,5.6,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-17 16:00:37,172,112.08,159.07,108.39,42.94,1.18,40.04,28.0,58.5,0.6,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 16:34:03,146,38.0,151.78,41.01,6.81,2.26,38.98,36.1,67.2,5.3,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 17:20:16,110,13.76,107.87,14.83,2.96,3.18,96.74,36.6,50.0,3.3,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-17 18:45:29,216,162.18,151.59,7.56,18.35,3.95,33.64,30.2,64.2,2.5,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-17 21:06:52,157,116.48,107.4,30.72,17.9,3.73,91.52,25.0,42.5,1.1,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-17 22:02:36,200,146.29,123.05,10.82,30.51,1.64,84.28,31.9,70.5,2.0,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-17 23:17:04,173,114.07,150.2,15.2,33.77,0.82,33.61,24.8,43.1,1.5,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-17 23:20:17,30,21.81,20.0,22.76,19.52,2.63,33.1,37.1,70.7,5.1,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-18 00:55:27,138,107.14,40.81,53.08,24.42,2.89,50.4,36.8,52.2,4.5,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-18 01:23:03,140,32.63,130.92,24.0,7.99,1.21,73.93,37.5,61.6,5.1,High
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 02:26:39,115,99.95,137.06,47.99,11.88,1.99,20.23,32.1,49.7,5.2,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-18 02:40:39,169,82.01,182.99,47.12,34.56,4.59,36.91,38.5,68.3,2.4,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-18 03:18:22,61,46.99,35.1,89.51,25.08,1.93,90.51,30.1,41.9,0.7,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-18 03:35:09,121,32.6,115.31,18.04,7.19,1.4,83.26,34.3,58.7,5.7,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-18 03:53:26,283,48.57,297.33,103.73,21.03,5.98,14.25,37.4,50.8,1.2,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-18 04:25:30,123,103.71,98.39,56.76,28.81,3.21,40.58,37.7,85.8,2.9,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-18 04:35:32,116,82.97,54.74,40.14,12.82,1.57,76.99,39.5,88.5,5.3,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 04:58:02,51,39.95,21.04,27.57,30.46,3.23,24.23,31.6,74.9,2.9,Low
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-18 06:29:41,151,117.38,83.94,26.67,15.21,2.8,16.97,31.9,64.2,5.1,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-18 06:31:49,184,152.51,66.8,59.88,20.64,4.5,22.14,38.8,47.3,5.8,High
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-18 06:38:33,116,14.04,120.83,18.11,9.41,1.48,49.56,30.7,62.0,4.0,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-18 07:58:47,121,71.55,126.59,88.3,28.0,4.54,24.33,35.1,89.5,2.0,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-18 08:18:09,207,147.08,141.29,68.52,14.32,2.78,61.45,28.0,83.3,1.1,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 08:50:06,161,103.44,161.52,29.33,8.79,4.07,98.52,36.8,61.3,0.6,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-18 08:50:14,154,118.36,41.81,59.85,7.08,0.79,20.61,26.9,43.3,4.6,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-18 10:24:49,144,113.02,50.63,11.55,2.0,1.76,99.84,26.9,52.2,5.1,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-18 10:49:55,174,129.55,99.05,68.52,35.94,0.47,88.93,33.2,87.8,1.6,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 11:02:17,280,118.36,277.64,76.31,27.62,5.09,67.62,32.7,56.2,1.2,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-18 11:17:19,212,91.97,200.54,81.92,8.48,0.87,64.89,31.5,59.4,2.6,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-18 11:52:27,351,263.26,133.8,131.84,14.46,6.96,76.63,25.8,61.1,0.7,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-18 12:01:41,97,13.13,116.22,18.03,17.43,0.96,42.19,29.5,44.2,6.0,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-18 13:08:17,67,57.77,55.23,60.54,5.06,1.9,31.84,33.8,86.3,5.8,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-18 14:09:34,212,78.94,222.57,16.91,39.0,1.29,78.42,26.7,52.7,1.9,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-18 14:11:12,226,177.34,188.23,38.81,16.35,1.92,78.59,35.5,43.6,0.9,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-18 15:01:53,104,15.12,104.97,47.36,4.5,3.16,48.06,27.4,84.9,1.6,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 15:17:18,70,53.66,73.34,7.26,11.08,2.14,86.33,32.0,62.7,4.6,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-18 16:11:48,154,48.89,160.97,83.09,28.49,3.92,31.15,34.8,73.9,2.6,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-18 17:09:44,99,78.58,50.97,5.12,24.15,0.5,57.42,27.8,50.3,5.8,Low
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-18 18:58:57,204,43.28,202.26,41.76,25.42,4.39,83.83,26.7,53.6,0.6,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-18 19:01:15,66,19.99,68.41,30.12,9.84,0.53,44.8,28.1,43.0,3.8,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-18 19:28:10,146,36.74,160.96,54.99,17.9,1.68,34.82,38.6,53.7,3.3,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-18 19:47:46,115,78.12,119.81,96.07,5.37,4.54,50.62,31.5,59.9,2.2,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 20:05:33,189,154.88,218.72,82.98,8.22,1.99,39.08,34.0,86.3,0.6,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-18 20:16:12,144,104.4,141.31,11.55,28.28,1.94,83.51,29.5,86.5,5.2,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-18 21:08:31,143,43.14,152.15,18.78,30.04,0.3,97.14,35.9,69.2,5.8,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-18 21:33:55,133,109.7,84.19,24.09,2.49,2.27,85.86,35.7,79.0,1.2,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-18 22:28:21,169,99.49,170.67,66.37,29.56,1.05,17.5,32.1,47.4,3.9,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-18 23:09:04,187,148.86,190.8,64.07,10.77,1.33,25.95,26.7,89.6,1.8,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-18 23:37:53,249,183.72,57.75,19.11,18.26,0.89,63.81,30.9,60.5,2.6,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-19 00:04:42,194,143.42,185.69,101.43,10.56,3.5,62.92,28.9,80.6,2.1,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-19 00:31:51,48,37.18,26.36,8.78,24.14,0.74,35.72,26.1,45.2,4.5,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-19 00:55:10,212,165.71,57.05,97.04,29.59,4.05,97.28,24.3,50.8,0.9,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-19 02:15:10,165,125.57,64.58,5.0,8.86,0.93,67.87,38.4,79.6,4.2,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-19 02:39:11,113,85.15,94.35,28.91,22.04,1.19,23.43,25.3,79.4,5.1,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-19 04:28:09,301,215.42,194.17,70.37,15.36,2.52,90.06,35.8,66.1,0.9,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-19 09:31:15,169,67.36,180.22,41.93,4.6,3.78,32.15,28.6,55.3,2.4,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-19 09:35:42,117,30.3,109.86,30.8,25.7,1.28,87.63,39.0,55.8,4.1,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-19 09:46:33,131,81.37,125.35,31.95,20.06,1.61,65.9,33.5,56.9,1.9,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-19 10:04:05,297,212.46,183.32,72.09,29.82,2.67,66.49,24.1,82.0,0.7,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-19 10:44:06,185,134.36,143.63,93.79,17.19,1.13,5.14,39.9,74.0,0.9,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-19 11:23:59,110,88.08,69.25,16.68,7.56,1.39,89.25,34.1,75.0,4.4,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-19 11:41:14,149,28.42,134.97,49.4,22.65,0.84,23.52,36.5,77.6,4.9,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-19 14:48:39,142,98.92,63.29,29.27,27.34,1.26,49.65,26.4,80.6,4.0,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-19 15:44:05,85,16.31,78.44,7.88,10.88,1.29,11.27,34.5,78.3,5.2,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-19 15:49:44,152,26.3,146.2,23.39,12.76,2.45,37.19,38.2,67.7,3.4,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-19 16:32:45,223,172.55,25.12,27.75,37.66,1.07,15.76,38.9,57.2,1.4,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-19 16:57:51,112,22.61,126.87,26.68,12.55,0.3,52.31,29.9,62.4,3.5,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-19 17:00:41,114,17.29,117.74,101.13,5.83,2.35,34.18,24.3,83.1,1.5,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-19 18:07:02,187,124.42,82.19,7.19,21.72,3.07,96.47,25.4,51.1,1.5,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-19 18:12:52,108,93.51,26.67,37.46,25.18,0.6,96.99,33.0,52.6,5.5,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-19 18:29:38,102,77.92,65.12,26.48,8.34,1.46,35.9,30.9,59.0,5.5,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-19 18:46:00,205,76.23,194.35,62.89,36.13,1.49,99.24,33.8,88.9,1.1,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-19 19:08:01,153,24.37,150.47,28.2,19.07,2.71,19.58,36.7,69.2,4.2,High
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-19 21:33:49,85,29.94,79.49,46.14,27.91,2.68,92.65,28.8,66.6,3.6,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-19 22:28:46,171,40.41,180.23,21.92,13.79,2.66,80.66,28.6,58.9,2.7,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-19 23:15:58,183,129.28,149.04,10.52,27.95,4.19,32.82,27.3,46.1,3.9,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-20 01:18:50,162,28.21,156.08,45.5,31.56,1.26,20.63,34.1,67.1,1.2,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-20 03:54:26,99,76.08,58.5,18.42,24.32,2.19,66.25,33.5,86.8,4.2,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-20 04:00:41,152,12.78,140.24,6.58,17.74,2.77,27.72,26.4,43.1,4.8,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-20 04:22:25,69,35.9,55.66,22.48,18.41,1.1,47.63,37.1,46.0,3.5,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-20 04:36:29,216,188.55,86.0,70.2,14.36,4.07,17.43,29.7,69.6,1.4,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-20 04:50:29,219,74.47,219.49,10.21,7.4,0.49,64.45,28.0,58.6,1.9,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-20 05:24:57,30,10.0,20.0,47.6,4.6,1.81,11.45,30.9,49.9,3.5,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-20 06:47:48,148,104.31,71.68,78.02,19.51,2.37,63.11,26.5,52.5,3.5,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-20 07:08:29,173,137.32,54.22,66.59,22.7,0.53,95.77,26.0,71.7,1.2,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-20 07:46:37,153,42.97,149.79,43.77,23.36,1.14,69.39,36.3,60.8,5.0,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-20 08:40:43,142,105.38,35.94,9.54,19.5,3.48,7.14,39.2,89.9,1.8,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-20 08:55:40,101,82.24,20.0,44.14,9.49,0.35,62.93,26.9,45.5,5.4,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-20 09:17:52,102,56.89,90.05,38.82,20.98,0.89,5.95,30.7,40.9,4.9,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-20 11:28:21,196,150.0,102.2,66.45,3.91,3.2,19.5,37.0,78.7,1.3,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-20 12:19:37,271,222.32,139.67,99.81,31.3,4.73,19.4,39.1,65.3,2.8,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-20 12:36:09,100,63.19,105.66,8.34,38.88,2.93,35.7,35.4,48.6,1.1,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-20 13:14:25,75,31.03,63.64,65.67,11.42,1.61,59.77,29.7,55.8,3.2,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-20 15:02:11,126,93.81,20.5,54.03,29.89,1.01,24.98,37.2,67.8,4.8,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-20 15:09:49,214,95.36,201.57,45.01,12.62,1.26,88.05,25.8,71.4,1.5,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-20 15:25:44,246,164.4,247.86,31.76,23.33,2.19,69.32,31.3,57.2,4.3,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-20 15:59:20,54,49.02,30.57,68.82,20.83,0.66,11.18,24.9,46.2,3.2,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-20 17:38:05,287,217.69,148.83,57.95,28.7,5.97,30.37,31.1,43.3,2.7,High
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-20 19:58:21,133,107.44,40.72,87.18,18.17,0.87,13.92,24.6,69.1,6.0,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-20 20:56:04,69,63.07,49.55,22.51,3.22,0.3,29.08,29.4,55.1,3.7,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-20 21:50:46,111,107.33,63.68,28.82,11.46,0.33,37.4,30.0,45.1,4.5,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-21 03:31:16,170,35.76,165.22,62.5,22.32,1.92,87.65,30.3,42.0,3.1,Moderate
